iShares Core S&P 500 ETF
Fund Holdings as of,"Nov 07, 2023"
Inception Date,"May 15, 2000"
Shares Outstanding,"813,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"DFS","DISCOVER FINANCIAL SERVICES","Financials","Equity","206,087,177.30","0.06","206,087,177.30","2,428,555.00","84.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","206,007,440.76","0.06","206,007,440.76","3,095,994.00","66.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","205,100,228.37","0.06","205,100,228.37","2,179,367.00","94.11","United States","NASDAQ","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","204,900,927.60","0.06","204,900,927.60","7,459,080.00","27.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","203,004,425.40","0.06","203,004,425.40","1,147,566.00","176.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","202,023,655.20","0.06","202,023,655.20","7,359,696.00","27.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","200,626,416.90","0.06","200,626,416.90","2,054,546.00","97.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","199,135,638.00","0.06","199,135,638.00","2,553,021.00","78.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","197,972,235.14","0.06","197,972,235.14","566,509.00","349.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","197,642,387.25","0.06","197,642,387.25","12,548,723.00","15.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","197,382,784.28","0.06","197,382,784.28","2,003,276.00","98.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","195,167,520.12","0.05","195,167,520.12","1,611,889.00","121.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","191,459,137.68","0.05","191,459,137.68","483,996.00","395.58","United States","NASDAQ","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","191,108,656.80","0.05","191,108,656.80","1,740,516.00","109.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","191,126,972.05","0.05","191,126,972.05","3,391,783.00","56.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","190,337,372.40","0.05","190,337,372.40","31,710.00","6,002.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","185,883,193.28","0.05","185,883,193.28","2,173,564.00","85.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","185,707,133.52","0.05","185,707,133.52","7,161,864.00","25.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","184,956,393.06","0.05","184,956,393.06","1,364,589.00","135.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","183,666,191.52","0.05","183,666,191.52","3,804,976.00","48.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","182,367,727.24","0.05","182,367,727.24","1,826,234.00","99.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","181,002,295.40","0.05","181,002,295.40","5,013,914.00","36.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","180,506,404.00","0.05","180,506,404.00","3,351,400.00","53.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LH","LABORATORY CORPORATION OF AMERICA","Health Care","Equity","178,180,059.06","0.05","178,180,059.06","860,898.00","206.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","177,748,388.04","0.05","177,748,388.04","871,914.00","203.86","United States","NASDAQ","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","177,547,924.94","0.05","177,547,924.94","2,480,066.00","71.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","177,304,685.43","0.05","177,304,685.43","1,358,969.00","130.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","177,255,472.50","0.05","177,255,472.50","1,025,250.00","172.89","United States","Cboe BZX formerly known as BATS","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","176,101,458.00","0.05","176,101,458.00","1,538,004.00","114.50","United States","NASDAQ","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","174,912,569.00","0.05","174,912,569.00","2,132,300.00","82.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","174,605,889.48","0.05","174,605,889.48","5,589,177.00","31.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","174,448,346.80","0.05","174,448,346.80","1,174,420.00","148.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","173,136,246.66","0.05","173,136,246.66","457,379.00","378.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","173,066,842.80","0.05","173,066,842.80","6,615,705.00","26.16","United States","NASDAQ","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","172,330,617.00","0.05","172,330,617.00","1,154,644.00","149.25","United States","NASDAQ","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","171,163,645.18","0.05","171,163,645.18","3,909,631.00","43.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","170,684,037.70","0.05","170,684,037.70","1,488,091.00","114.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","168,612,949.35","0.05","168,612,949.35","3,293,865.00","51.19","United States","NASDAQ","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","168,326,165.59","0.05","168,326,165.59","4,920,379.00","34.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","168,279,311.64","0.05","168,279,311.64","408,822.00","411.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","167,788,901.53","0.05","167,788,901.53","2,835,709.00","59.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLT","FLEETCOR TECHNOLOGIES INC","Financials","Equity","167,734,861.38","0.05","167,734,861.38","718,566.00","233.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","166,803,068.25","0.05","166,803,068.25","1,512,953.00","110.25","United States","NASDAQ","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","166,747,596.39","0.05","166,747,596.39","6,132,681.00","27.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","166,433,814.08","0.05","166,433,814.08","370,784.00","448.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","163,182,027.06","0.05","163,182,027.06","1,223,437.00","133.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","162,705,930.22","0.05","162,705,930.22","2,287,123.00","71.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","162,714,651.81","0.05","162,714,651.81","2,379,913.00","68.37","United States","NASDAQ","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","161,951,622.40","0.05","161,951,622.40","421,760.00","383.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","160,796,561.70","0.05","160,796,561.70","1,477,095.00","108.86","United States","NASDAQ","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","160,578,806.25","0.04","160,578,806.25","481,135.00","333.75","United States","NASDAQ","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","159,461,183.48","0.04","159,461,183.48","1,203,299.00","132.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","158,641,267.20","0.04","158,641,267.20","1,436,968.00","110.40","United States","NASDAQ","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","158,483,816.28","0.04","158,483,816.28","1,442,598.00","109.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","158,122,898.85","0.04","158,122,898.85","1,339,457.00","118.05","United States","NASDAQ","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","158,043,269.13","0.04","158,043,269.13","2,440,069.00","64.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","156,635,354.16","0.04","156,635,354.16","2,834,516.00","55.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","154,870,153.20","0.04","154,870,153.20","2,048,547.00","75.60","United States","NASDAQ","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","154,274,981.70","0.04","154,274,981.70","3,194,099.00","48.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","153,375,818.28","0.04","153,375,818.28","1,524,156.00","100.63","United States","NASDAQ","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","153,393,574.80","0.04","153,393,574.80","3,061,748.00","50.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","152,969,923.76","0.04","152,969,923.76","1,462,148.00","104.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","150,715,716.00","0.04","150,715,716.00","1,513,210.00","99.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBA","WALGREEN BOOTS ALLIANCE INC","Consumer Staples","Equity","150,721,367.90","0.04","150,721,367.90","6,961,726.00","21.65","United States","NASDAQ","USD","1.00","USD","-"
"MRO","MARATHON OIL CORP","Energy","Equity","150,243,743.64","0.04","150,243,743.64","5,884,988.00","25.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","150,043,799.36","0.04","150,043,799.36","2,160,769.00","69.44","United States","NASDAQ","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","149,842,828.68","0.04","149,842,828.68","1,038,196.00","144.33","United States","NASDAQ","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","149,679,320.70","0.04","149,679,320.70","574,210.00","260.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","149,135,446.46","0.04","149,135,446.46","2,128,378.00","70.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","148,263,017.76","0.04","148,263,017.76","1,924,494.00","77.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","147,760,154.85","0.04","147,760,154.85","682,905.00","216.37","United States","NASDAQ","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","147,183,750.30","0.04","147,183,750.30","1,919,955.00","76.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","147,128,418.00","0.04","147,128,418.00","1,874,725.00","78.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","146,878,794.00","0.04","146,878,794.00","14,068,850.00","10.44","United States","NASDAQ","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","145,193,535.74","0.04","145,193,535.74","521,098.00","278.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","144,944,042.32","0.04","144,944,042.32","1,090,789.00","132.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","143,232,392.68","0.04","143,232,392.68","3,514,043.00","40.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","140,726,813.22","0.04","140,726,813.22","734,559.00","191.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","140,046,858.24","0.04","140,046,858.24","9,117,634.00","15.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","139,823,351.36","0.04","139,823,351.36","2,011,268.00","69.52","United States","NASDAQ","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","139,227,624.02","0.04","139,227,624.02","1,140,182.00","122.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","138,790,649.50","0.04","138,790,649.50","783,022.00","177.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","138,795,696.52","0.04","138,795,696.52","793,481.00","174.92","United States","NASDAQ","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","138,398,623.36","0.04","138,398,623.36","1,548,776.00","89.36","United States","NASDAQ","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","137,875,443.30","0.04","137,875,443.30","563,562.00","244.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","137,429,681.81","0.04","137,429,681.81","514,583.00","267.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","137,250,733.14","0.04","137,250,733.14","1,334,994.00","102.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","136,918,554.08","0.04","136,918,554.08","874,097.00","156.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","136,580,734.56","0.04","136,580,734.56","691,478.00","197.52","United States","NASDAQ","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","136,354,654.44","0.04","136,354,654.44","5,787,549.00","23.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","135,616,853.85","0.04","135,616,853.85","1,134,015.00","119.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","135,027,187.60","0.04","135,027,187.60","1,976,972.00","68.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","133,972,713.33","0.04","133,972,713.33","3,109,137.00","43.09","United States","NASDAQ","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","132,791,138.48","0.04","132,791,138.48","1,874,522.00","70.84","United States","NASDAQ","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","132,395,104.26","0.04","132,395,104.26","1,417,203.00","93.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","130,567,647.18","0.04","130,567,647.18","623,562.00","209.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"K","KELLANOVA","Consumer Staples","Equity","130,367,166.90","0.04","130,367,166.90","2,561,241.00","50.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","130,257,626.94","0.04","130,257,626.94","1,496,698.00","87.03","United States","NASDAQ","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","129,643,094.40","0.04","129,643,094.40","2,774,895.00","46.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","129,422,719.65","0.04","129,422,719.65","14,300,853.00","9.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","127,654,113.25","0.04","127,654,113.25","1,489,025.00","85.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","127,207,623.51","0.04","127,207,623.51","4,644,309.00","27.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","126,803,636.96","0.04","126,803,636.96","379,379.00","334.24","United States","NASDAQ","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","126,811,402.20","0.04","126,811,402.20","341,166.00","371.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBY","BEST BUY CO INC","Consumer Discretionary","Equity","123,764,620.83","0.03","123,764,620.83","1,887,519.00","65.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","122,972,925.28","0.03","122,972,925.28","9,790,838.00","12.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","122,826,550.00","0.03","122,826,550.00","2,456,531.00","50.00","United States","NASDAQ","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","120,661,897.00","0.03","120,661,897.00","2,186,300.00","55.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","119,296,450.25","0.03","119,296,450.25","4,064,615.00","29.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","118,679,646.69","0.03","118,679,646.69","1,377,913.00","86.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","118,474,326.69","0.03","118,474,326.69","4,590,249.00","25.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","118,031,977.07","0.03","118,031,977.07","3,187,469.00","37.03","United States","NASDAQ","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","117,576,029.58","0.03","117,576,029.58","1,797,249.00","65.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","116,975,619.64","0.03","116,975,619.64","2,600,036.00","44.99","United States","NASDAQ","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","115,993,835.77","0.03","115,993,835.77","526,073.00","220.49","United States","NASDAQ","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","114,691,204.94","0.03","114,691,204.94","6,917,443.00","16.58","United States","NASDAQ","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","113,835,519.00","0.03","113,835,519.00","3,362,940.00","33.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","113,713,239.36","0.03","113,713,239.36","2,986,167.00","38.08","United States","NASDAQ","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","113,535,616.20","0.03","113,535,616.20","1,030,830.00","110.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","113,432,984.73","0.03","113,432,984.73","973,089.00","116.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","112,385,531.09","0.03","112,385,531.09","2,232,973.00","50.33","United States","NASDAQ","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","109,712,896.08","0.03","109,712,896.08","677,784.00","161.87","United States","NASDAQ","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","109,742,401.11","0.03","109,742,401.11","6,026,491.00","18.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communication","Equity","108,849,980.15","0.03","108,849,980.15","3,741,835.00","29.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","106,677,944.96","0.03","106,677,944.96","1,804,736.00","59.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","106,464,811.31","0.03","106,464,811.31","11,660,987.00","9.13","United States","NASDAQ","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","105,110,507.22","0.03","105,110,507.22","6,512,423.00","16.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","105,123,000.88","0.03","105,123,000.88","1,779,032.00","59.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY INC","Information Technology","Equity","104,433,826.34","0.03","104,433,826.34","1,324,798.00","78.83","United States","NASDAQ","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","104,448,895.01","0.03","104,448,895.01","2,729,263.00","38.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","104,311,122.03","0.03","104,311,122.03","2,729,943.00","38.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","103,696,081.72","0.03","103,696,081.72","498,443.00","208.04","United States","NASDAQ","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","103,576,214.34","0.03","103,576,214.34","5,471,538.00","18.93","United States","NASDAQ","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","103,125,023.46","0.03","103,125,023.46","3,229,722.00","31.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","103,006,359.48","0.03","103,006,359.48","1,206,446.00","85.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","102,837,559.70","0.03","102,837,559.70","9,100,669.00","11.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","102,455,876.70","0.03","102,455,876.70","2,413,566.00","42.45","United States","NASDAQ","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","101,568,376.77","0.03","101,568,376.77","708,139.00","143.43","United States","NASDAQ","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","101,188,583.64","0.03","101,188,583.64","2,227,842.00","45.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","100,681,081.06","0.03","100,681,081.06","4,017,601.00","25.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDAY","CERIDIAN HCM HOLDING INC","Industrials","Equity","99,925,657.95","0.03","99,925,657.95","1,512,879.00","66.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","98,931,241.43","0.03","98,931,241.43","1,537,871.00","64.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","98,904,430.08","0.03","98,904,430.08","1,807,464.00","54.72","United States","NASDAQ","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","98,478,529.20","0.03","98,478,529.20","1,605,192.00","61.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","97,225,603.79","0.03","97,225,603.79","843,899.00","115.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","96,080,043.36","0.03","96,080,043.36","1,597,872.00","60.13","United States","NASDAQ","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","94,661,847.72","0.03","94,661,847.72","2,947,131.00","32.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","94,305,435.28","0.03","94,305,435.28","94,305,435.00","100.00","United States","-","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","93,678,920.46","0.03","93,678,920.46","1,131,798.00","82.77","United States","NASDAQ","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","93,605,133.54","0.03","93,605,133.54","457,034.00","204.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRK","WESTROCK","Materials","Equity","93,262,912.50","0.03","93,262,912.50","2,487,011.00","37.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","91,753,886.00","0.03","91,753,886.00","2,815,400.00","32.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","91,365,096.76","0.03","91,365,096.76","2,093,609.00","43.64","United States","NASDAQ","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","91,262,778.42","0.03","91,262,778.42","1,530,741.00","59.62","United States","NASDAQ","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","91,006,474.20","0.03","91,006,474.20","497,820.00","182.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","90,004,127.73","0.03","90,004,127.73","576,543.00","156.11","United States","NASDAQ","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","89,883,614.96","0.03","89,883,614.96","387,029.00","232.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
